 0.0000000000000000e+00 -7.9999999937388706e+00
 9.9990000999900015e-05 -7.9989993043190388e+00
 1.9998000199980003e-04 -7.9979970360795427e+00
 2.9997000299970003e-04 -7.9969931890241082e+00
 3.9996000399960006e-04 -7.9959877631589666e+00
 4.9995000499950004e-04 -7.9949807584928418e+00
 5.9994000599940007e-04 -7.9939721750369515e+00
 6.9993000699930009e-04 -7.9929620128050045e+00
 7.9992000799920012e-04 -7.9919502718132032e+00
 8.9991000899910015e-04 -7.9909369520802427e+00
 9.9990000999900007e-04 -7.9899220536273106e+00
 1.0998900109989002e-03 -7.9889055764780865e+00
 1.1998800119988001e-03 -7.9878875206587425e+00
 1.2998700129987003e-03 -7.9868678861979436e+00
 1.3998600139986002e-03 -7.9858466731268472e+00
 1.4998500149985003e-03 -7.9848238814791026e+00
 1.5998400159984002e-03 -7.9837995112908517e+00
 1.6998300169983002e-03 -7.9827735626007286e+00
 1.7998200179982003e-03 -7.9817460354498593e+00
 1.8998100189981002e-03 -7.9807169298818623e+00
 1.9998000199980001e-03 -7.9796862459428475e+00
 2.0997900209979003e-03 -7.9786539836814176e+00
 2.1997800219978004e-03 -7.9776201431486671e+00
 2.2997700229977006e-03 -7.9765847243981813e+00
 2.3997600239976003e-03 -7.9755477274860382e+00
 2.4997500249975004e-03 -7.9745091524708069e+00
 2.5997400259974005e-03 -7.9734689994135488e+00
 2.6997300269973002e-03 -7.9724272683778157e+00
 2.7997200279972004e-03 -7.9713839594296516e+00
 2.8997100289971005e-03 -7.9703390726375911e+00
 2.9997000299970007e-03 -7.9692926080726609e+00
 3.0996900309969004e-03 -7.9682445658083774e+00
 3.1996800319968005e-03 -7.9671949459207489e+00
 3.2996700329967006e-03 -7.9661437484882747e+00
 3.3996600339966003e-03 -7.9650909735919440e+00
 3.4996500349965005e-03 -7.9640366213152367e+00
 3.5996400359964006e-03 -7.9629806917441233e+00
 3.6996300369963007e-03 -7.9619231849670635e+00
 3.7996200379962005e-03 -7.9608641010750087e+00
 3.8996100389961006e-03 -7.9598034401613997e+00
 3.9996000399960003e-03 -7.9587412023221669e+00
 4.0995900409959004e-03 -7.9576773876557301e+00
 4.1995800419958006e-03 -7.9566119962629998e+00
 4.2995700429957007e-03 -7.9555450282473750e+00
 4.3995600439956008e-03 -7.9544764837147444e+00
 4.4995500449955010e-03 -7.9534063627734852e+00
 4.5995400459954011e-03 -7.9523346655344636e+00
 4.6995300469953004e-03 -7.9512613921110340e+00
 4.7995200479952005e-03 -7.9501865426190399e+00
 4.8995100489951007e-03 -7.9491101171768133e+00
 4.9995000499950008e-03 -7.9480321159051739e+00
 5.0994900509949009e-03 -7.9469525389274303e+00
 5.1994800519948011e-03 -7.9458713863693777e+00
 5.2994700529947012e-03 -7.9447886583592995e+00
 5.3994600539946005e-03 -7.9437043550279665e+00
 5.4994500549945006e-03 -7.9426184765086356e+00
 5.5994400559944008e-03 -7.9415310229370517e+00
 5.6994300569943009e-03 -7.9404419944514464e+00
 5.7994200579942010e-03 -7.9393513911925373e+00
 5.8994100589941012e-03 -7.9382592133035290e+00
 5.9994000599940013e-03 -7.9371654609301112e+00
 6.0993900609939006e-03 -7.9360701342204605e+00
 6.1993800619938007e-03 -7.9349732333252385e+00
 6.2993700629937009e-03 -7.9338747583975922e+00
